Index,Sentence,Options,CorrectIndex,Label
277,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","88,242,5,289",5,C
278,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","6,286,329,41",6,A
279,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","208,69,7,223",7,C
280,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","231,174,160,8",8,D
281,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","9,170,183,287",9,A
282,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","10,99,175,121",10,A
283,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","63,165,124,11",11,D
284,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","298,12,26,129",12,B
285,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","13,203,217,30",13,A
286,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","329,14,321,148",14,B
287,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","15,260,211,105",15,A
288,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","152,72,77,17",17,D
289,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"104,0,319,31",0,B
290,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"153,26,1,202",1,C
291,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"2,269,255,239",2,A
292,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"3,308,218,327",3,A
293,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"80,4,221,24",4,B
294,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"156,326,221,5",5,D
295,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"6,155,224,134",6,A
296,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"281,206,7,285",7,C
297,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"8,282,34,307",8,A
298,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"288,9,222,221",9,B
299,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"40,10,173,232",10,B
300,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"317,144,11,73",11,C
301,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"246,210,250,12",12,D
302,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"33,214,43,13",13,D
303,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"219,14,123,266",14,B
304,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"88,41,287,15",15,D
305,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"335,16,213,208",16,B
306,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"255,292,0,216",0,C
307,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"2,106,165,289",2,A
308,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"324,3,193,266",3,B
309,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"170,132,4,196",4,C
310,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"111,5,240,197",5,B
311,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"26,313,6,45",6,C
312,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"127,7,180,246",7,B
313,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"229,159,93,8",8,D
314,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"9,144,118,330",9,A
315,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"277,321,10,106",10,C
316,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"272,257,11,168",11,C
317,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"241,106,247,12",12,D
318,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"122,13,200,218",13,B
319,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"14,149,95,323",14,A
320,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"15,334,91,74",15,A
321,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"16,147,104,303",16,A
322,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"17,279,152,85",17,A
323,All that glitters is not gold.,"219,90,1,335",1,C
324,All that glitters is not gold.,"52,116,2,226",2,C
